session_id,starttime,adult,ambiguous,assessor,cannot_judge,navigational,no_wp,non_english,quote_question,text
yahoo-18,1,false,false,1,false,false,false,false,false,esther phillips music
yahoo-18,2,false,false,1,false,true,false,false,false,facebook.com
yahoo-18,8,false,false,1,false,false,false,false,false,free fishing lures
yahoo-18,9,false,false,1,false,false,false,false,false,free fishing lures samples
yahoo-18,11,false,false,1,false,false,false,false,false,texas fishing license age
yahoo-20,2,false,false,1,false,false,false,false,false,the big bang theory
yahoo-20,3,false,false,1,false,false,false,false,false,ditka suffers stroke
yahoo-20,5,false,false,1,false,false,false,false,false,country curtains
yahoo-20,6,false,false,1,false,false,false,false,false,jc penney curtains
yahoo-20,7,false,false,1,false,true,false,false,false,walmart.com
yahoo-20,8,false,false,1,false,false,false,false,false,canvas drop curtains
yahoo-21,1,false,false,1,false,false,false,false,false,w.c.handy
yahoo-21,2,false,false,1,false,false,false,false,false,town of williamstown vt
yahoo-21,4,false,false,1,false,false,false,false,false,pumpkin muffins recipe
yahoo-22,1,false,false,1,false,true,false,false,false,pandora
yahoo-22,2,false,false,1,false,false,false,false,false,currency converter
yahoo-24,1,false,false,1,false,false,false,false,false,kgrs
yahoo-24,3,false,false,1,false,false,false,false,false,scciowa
yahoo-25,1,false,false,1,false,false,false,false,false,hunnington ingalls
yahoo-26,1,false,false,1,false,false,false,false,false,karl rove's bad night
yahoo-26,2,false,false,1,false,false,false,false,false,winter storm athena
yahoo-27,1,false,false,1,false,false,false,false,false,toys r us
yahoo-27,3,false,false,1,false,false,false,false,false,new york state lottery
yahoo-27,4,false,false,1,false,false,false,false,false,ny state lottery
yahoo-29,1,false,false,1,false,false,false,false,false,head lice
yahoo-29,2,false,false,1,false,false,false,false,false,bbt on line banking
yahoo-29,4,false,false,1,false,false,false,false,false,tea tree oil
yahoo-29,5,false,false,1,false,false,false,false,false,tea tree oil shampoo
yahoo-29,6,false,false,1,false,false,false,false,false,tea tree oil shampoo lice
yahoo-29,9,false,false,1,false,true,false,false,false,youtube video
yahoo-30,1,false,false,1,false,false,false,false,false,gangnam style christmas lights
yahoo-32,1,false,false,1,false,false,false,false,false,ford fiesta 2002
yahoo-33,1,false,false,1,false,false,false,false,false,north korea rocket launch
yahoo-33,2,false,false,1,false,false,false,false,false,maria sharapova
yahoo-35,1,false,false,1,false,false,false,false,false,amc breaking bad
yahoo-37,1,false,false,1,false,false,false,false,false,steve nash
yahoo-37,2,false,false,1,false,false,false,false,false,george lucas money
yahoo-37,3,false,false,1,false,false,false,false,false,twilight green day
yahoo-39,1,false,false,1,false,false,false,false,false,zig ziglar dies
yahoo-40,1,false,false,1,false,false,false,false,false,jpac
yahoo-42,1,false,false,1,false,true,false,false,false,www.jetairways.com
yahoo-43,1,false,false,1,false,true,false,false,false,craigslist dfw classifieds
yahoo-43,2,false,false,1,false,true,false,false,false,craigslist
yahoo-43,3,false,false,1,false,true,false,false,false,yahoo! calendar
yahoo-43,4,false,false,1,false,false,false,false,false,jim durham dies
yahoo-43,5,false,false,1,false,false,false,false,false,luxembourg wedding
yahoo-43,6,false,false,1,false,true,false,false,false,yahoo! mail
yahoo-44,1,false,false,1,false,false,false,false,false,lunette menstrual cup
yahoo-44,4,false,false,1,false,false,false,false,false,laxatives
yahoo-45,1,false,false,1,false,false,false,false,false,orbitz airline tickets expedia
yahoo-45,2,false,false,1,false,false,false,false,false,aarp travel discounts
yahoo-46,1,false,false,1,false,true,false,false,false,yahoo
yahoo-47,3,false,false,1,false,false,false,false,false,la grange
yahoo-47,4,false,false,1,false,false,false,false,false,la grange tx
yahoo-47,5,false,false,1,false,false,false,false,false,la grange tx funeral homes
yahoo-48,1,false,false,1,false,false,false,false,false,amlodipine besylate
yahoo-48,2,false,false,1,false,false,false,false,false,amlodipine besylate 5mg
yahoo-49,1,false,false,1,false,false,false,false,false,webmail
yahoo-51,1,false,false,1,false,false,false,false,false,best penpal sites
yahoo-52,1,false,false,1,false,false,false,false,false,sheen offers role
yahoo-53,1,false,false,1,false,false,false,false,false,facebook
yahoo-55,1,false,false,1,false,false,false,false,false,amazon black friday 2012
yahoo-59,2,false,false,1,false,true,false,false,false,craigslist n ms
yahoo-60,1,false,false,1,false,true,false,false,false,google
yahoo-63,1,false,true,1,false,false,false,false,false,you
yahoo-64,1,false,false,1,false,false,false,false,false,lolo jones world cup
yahoo-66,1,false,false,1,false,false,true,false,false,sunbeam mixmaster
yahoo-67,1,false,false,1,false,false,false,false,false,cyndi lauper lyrics
yahoo-67,2,false,false,1,false,false,false,false,false,cyndi lauper all through the night
yahoo-67,3,false,false,1,false,false,false,false,false,macy cyber monday
yahoo-67,4,false,false,1,false,false,false,false,false,she's always a woman lyrics
yahoo-67,5,false,false,1,false,false,false,false,false,always something there to remind me lyrics
yahoo-68,1,false,false,1,false,true,false,false,false,facebook
yahoo-68,2,false,false,1,false,true,false,false,false,faqcebooklogin
yahoo-69,1,false,false,1,false,false,false,false,false,alumni
yahoo-70,1,false,false,1,false,false,false,false,false,philadelphia eagles
yahoo-70,3,false,false,1,false,false,false,false,false,cowboys fans petition obama
yahoo-71,1,false,true,1,false,false,false,false,false,mail
yahoo-71,2,false,false,1,false,false,false,false,false,eithad
yahoo-72,1,false,false,1,false,true,false,false,false,msn
yahoo-72,2,false,false,1,false,true,false,false,false,facebook
yahoo-72,4,false,false,1,false,false,true,false,false,3riversfcu credit union
yahoo-73,1,false,false,1,false,true,false,false,false,www.capitalonebank.com
yahoo-73,2,false,false,1,false,false,false,false,false,dolly parton shoots down nickname
yahoo-73,3,false,false,1,false,false,false,false,false,Dolly Parton shoots down nickname
yahoo-73,7,false,false,1,false,false,false,false,false,capital one
yahoo-74,1,false,false,1,false,false,false,false,false,dick morris
yahoo-74,2,false,true,1,false,true,false,false,false,breitbart
yahoo-74,5,false,true,1,false,false,false,false,false,swv
yahoo-74,7,false,false,1,false,false,false,false,false,home depot
yahoo-74,8,false,false,1,false,false,false,false,false,homemade halloween costumes
yahoo-74,10,false,false,1,false,false,false,false,false,homemade pizza recipes
yahoo-74,11,false,false,1,false,false,false,false,false,homemade potato chips
yahoo-74,12,false,false,1,false,false,false,false,false,homemade pork sausage
yahoo-77,1,false,false,1,false,false,false,false,false,asthma
yahoo-78,1,false,false,1,false,false,true,false,false,genting awana hotel
yahoo-78,2,false,false,1,false,false,false,false,false,bus
yahoo-78,5,false,false,1,false,false,false,false,false,pdf converter
yahoo-78,6,false,false,1,false,false,false,false,false,pdf converter online
yahoo-78,7,false,false,1,false,false,false,false,false,adobe pdf converter
yahoo-78,8,false,false,1,false,false,false,false,false,adobe pdf converter printer
yahoo-78,9,false,false,1,false,false,false,false,false,adobe pdf converter downloads
yahoo-78,10,false,false,1,false,false,false,false,false,free adobe pdf converter
yahoo-78,11,false,false,1,false,false,false,false,false,free adobe pdf converter downloads
yahoo-78,12,false,false,1,false,false,false,false,false,adobe pdf converter free download
yahoo-78,13,false,false,1,false,false,false,false,false,adobe pdf converter driver
yahoo-78,14,false,false,1,false,false,false,false,false,adobe pdf converter to word
yahoo-78,17,false,false,1,false,true,false,false,false,google
yahoo-78,18,false,false,1,false,true,false,false,false,google maps
yahoo-78,19,false,false,1,false,true,false,false,false,google search
yahoo-78,20,false,false,1,false,true,false,false,false,google map
yahoo-78,24,false,false,1,false,false,true,false,false,paradigm mall kelana jaya
yahoo-78,26,false,false,1,false,false,true,false,false,paradigm mall facebook
yahoo-78,27,false,false,1,false,false,true,false,false,paradigm mall gsc
yahoo-78,28,false,false,1,false,false,true,false,false,paradigm mall kuala lumpur
yahoo-78,29,false,false,1,false,false,true,false,false,paradigm mall malaysia
yahoo-78,30,false,false,1,false,false,false,false,false,gsc
yahoo-79,1,false,false,1,false,false,false,false,false,jay cutler injury
yahoo-79,2,false,false,1,false,false,false,false,false,led zeppelin
yahoo-80,2,false,false,1,false,false,false,false,false,rover's big discovery
yahoo-81,1,false,false,1,false,true,false,false,false,mlive
yahoo-83,1,false,false,1,false,false,false,false,false,switch back to classic mail
yahoo-83,2,false,false,1,false,false,false,false,false,how to switch back to classic mail
yahoo-84,1,false,false,1,false,false,false,false,false,cartoon
yahoo-84,2,false,false,1,false,false,false,false,false,deals and steals
yahoo-84,3,false,false,1,false,false,false,false,false,tim tebow rb
yahoo-84,4,false,false,1,false,true,false,false,false,yahoo! travel
yahoo-84,5,false,false,1,false,false,false,false,false,tim burton
yahoo-84,6,false,false,1,false,false,false,false,false,tim burton characters
yahoo-84,7,false,false,1,false,false,false,false,false,tim burton corpse bride
yahoo-84,8,false,false,1,false,false,false,false,false,tim burton movies
yahoo-85,1,false,false,1,false,false,false,false,false,earthquake hits japan
yahoo-86,2,false,false,1,false,false,true,false,false,power bright inverters
yahoo-86,5,false,false,1,false,false,false,false,false,natural gas bbq conversion
yahoo-88,2,false,false,1,false,false,false,false,false,trendy short hairstyles 2012
yahoo-88,3,false,false,1,false,false,false,false,false,trendy hairstyles 2012
yahoo-89,2,false,false,1,false,true,false,false,false,google interpreter english to spanish
yahoo-89,3,false,false,1,false,true,false,false,false,google translation english to spanish
yahoo-90,2,false,false,1,false,true,false,false,false,thepost
yahoo-90,4,false,false,2,false,false,false,false,false,cvs
yahoo-91,1,false,false,1,false,true,false,false,false,craigslist
yahoo-91,2,false,false,3,false,false,false,false,false,latest lakers rumors
yahoo-91,3,false,false,3,false,false,false,false,false,cal lottery
yahoo-92,1,false,false,1,false,true,false,false,false,youtube
yahoo-93,1,false,false,1,false,false,false,false,false,$425 million jackpot
yahoo-93,2,false,false,1,false,false,false,false,false,bangladesh
yahoo-93,3,false,false,1,false,true,false,false,false,yahoo! calendar
yahoo-93,4,false,false,1,false,false,false,false,false,circuit city
yahoo-93,5,false,false,1,false,false,false,false,false,citibank
yahoo-93,6,false,false,1,false,false,false,false,false,citi
yahoo-93,7,false,false,1,false,false,false,false,false,citicards
yahoo-93,8,false,true,1,false,false,false,false,false,citizens bank
yahoo-93,9,false,false,1,false,true,false,false,false,citicards sign on
yahoo-93,10,false,false,1,false,true,false,false,false,citicards sign on page
yahoo-93,11,false,false,1,false,false,false,false,false,citicards credit cards
yahoo-93,12,false,false,1,false,true,false,false,false,citicards click to pay
yahoo-93,13,false,false,1,false,true,false,false,false,citicards online bill pay
yahoo-93,14,false,false,1,false,true,false,false,false,citicards online login
yahoo-93,15,false,false,1,false,false,false,false,false,citicards thank you points
yahoo-93,16,false,false,1,false,false,false,false,false,citicards thank you rewards
yahoo-93,17,false,false,1,false,false,false,false,false,ap poll top 25
yahoo-93,18,false,false,1,false,false,false,false,false,china aircraft carrier
yahoo-93,19,false,false,1,false,true,false,false,false,yahoo! mail
yahoo-93,20,false,false,1,false,true,false,false,false,youtube
yahoo-93,21,false,false,1,false,true,false,false,false,youtube broadcast yourself
yahoo-93,22,false,false,1,false,false,false,false,false,youtube downloader
yahoo-93,23,false,false,1,false,false,false,false,false,youtube video
yahoo-94,1,false,false,1,false,false,false,false,false,southeast sun
yahoo-95,2,false,false,1,false,false,false,false,false,virginia tattoos
yahoo-96,1,false,false,1,false,false,false,false,false,word 2007 to 2003 converter
yahoo-96,6,false,false,1,false,false,false,false,false,nokia lumia 920
yahoo-97,1,false,false,1,false,true,false,false,false,usps.com
yahoo-99,1,false,false,1,false,false,false,false,false,honda pilot 2014
yahoo-99,2,false,false,1,false,false,false,false,false,future honda pilot 2014
yahoo-99,3,false,false,1,false,false,false,false,false,future honda pilot
yahoo-100,1,false,false,1,false,true,false,false,false,facebook
yahoo-101,1,false,false,1,false,false,false,false,false,missing girl dragged by hair
yahoo-101,2,false,false,1,false,false,false,false,false,cargo pants
yahoo-101,3,false,false,1,false,false,false,false,false,dockers slacks
yahoo-101,4,false,false,1,false,false,false,false,false,kristen stewart desperate
yahoo-101,6,false,false,1,false,false,false,false,true,where is area code 503
yahoo-101,7,false,false,1,false,false,false,false,true,where is area code 503 located
yahoo-101,8,false,false,1,false,false,false,false,false,spinal stenosis
yahoo-101,9,false,false,1,false,false,false,false,false,lumbar spinal stenosis
yahoo-101,10,false,false,1,false,false,false,false,false,human barbie
yahoo-102,1,false,false,1,false,false,false,false,false,anne hathaway
yahoo-102,2,false,false,1,false,false,false,false,false,Anne Hathaway
yahoo-104,2,false,false,1,false,false,false,false,false,candy tree centerpiece
yahoo-104,4,false,false,1,false,true,false,false,false,yahoo! calendar
yahoo-104,5,false,false,1,false,true,false,false,false,yahoo! games
yahoo-104,6,false,false,1,false,true,false,false,false,google
yahoo-104,7,false,false,1,false,true,false,false,false,gooo
yahoo-104,8,false,false,1,false,true,false,false,false,google homepage
yahoo-104,9,false,false,1,false,false,false,false,false,happy kitchen hamburger
yahoo-105,1,false,false,1,false,true,false,false,false,facebook
yahoo-106,1,false,false,1,false,false,false,false,false,brian stann
yahoo-111,1,false,false,1,false,false,false,false,false,jon gruden rumors
yahoo-112,1,false,true,1,false,false,false,false,false,bj's
yahoo-112,2,false,false,1,false,false,false,false,false,childfun
yahoo-113,1,false,false,1,false,false,false,false,false,dog anal glands
yahoo-113,2,false,false,1,false,false,false,false,false,origami instructions
yahoo-113,3,false,false,1,false,false,false,false,false,origami dollar
yahoo-113,6,false,false,1,false,false,false,false,false,kelly carlson
yahoo-113,7,false,false,1,false,false,false,false,false,computer
yahoo-113,8,false,false,1,false,false,false,false,false,complete idiot's guide
yahoo-113,9,false,false,1,false,false,false,false,false,complete idiot
yahoo-114,1,false,false,1,false,false,true,false,false,cheap lights dj
yahoo-114,2,false,false,1,false,false,true,false,false,cheap lights dj equipment
yahoo-116,1,false,false,1,false,false,false,false,false,bow ties
yahoo-117,1,false,false,1,false,false,false,false,false,jenner divorce rumors
yahoo-117,2,false,false,3,false,false,false,false,false,Jenner divorce rumors
yahoo-117,3,false,false,3,false,false,false,false,false,john mccain
yahoo-118,1,false,false,1,false,false,false,false,false,microsoft tablet surface
yahoo-119,1,false,false,1,false,true,false,false,false,netflix login
yahoo-120,1,false,false,1,false,false,false,false,false,$23 million lottery winner forgot
yahoo-121,1,false,false,1,false,true,false,false,false,firfox
yahoo-122,1,false,false,1,false,true,false,false,false,youtube
yahoo-123,1,false,false,1,false,false,false,false,false,psd401
yahoo-125,1,false,false,1,false,false,false,false,false,new york times square church
yahoo-126,1,false,false,1,false,true,false,false,false,yahoo mail
yahoo-126,2,false,false,1,false,false,false,false,false,iphone
yahoo-126,3,false,false,1,false,false,false,false,false,iphone 5
yahoo-126,5,false,true,1,false,false,false,false,false,jim mora
yahoo-126,6,false,false,1,false,true,false,false,false,yahoo! mail
yahoo-126,7,false,false,1,false,true,false,false,false,Yahoo! Mail
yahoo-126,8,false,false,1,false,true,false,false,false,yahoo login
yahoo-126,9,false,false,1,false,true,false,false,false,yahoo mail login
yahoo-126,10,false,false,1,false,true,false,false,false,check my yahoo mail
yahoo-126,13,false,false,1,false,true,false,false,false,yahoo london
yahoo-126,14,false,false,1,false,true,false,false,false,yahoo long distance
yahoo-126,15,false,false,1,false,true,false,false,false,yahoo
yahoo-127,2,false,false,1,false,false,false,false,false,"city of grandville, mi"
yahoo-127,6,false,false,1,false,false,false,false,false,drudge report
yahoo-128,5,false,false,1,false,false,false,false,false,french test online
yahoo-128,6,false,false,1,false,false,false,false,false,french test for beginners
yahoo-128,8,false,false,1,false,false,false,false,false,jim mora
yahoo-128,9,false,false,1,false,false,false,false,false,cambridge
yahoo-128,10,false,false,1,false,false,false,false,false,cambridge engineering
yahoo-128,12,false,false,1,false,false,false,false,false,cambridge english test
yahoo-129,1,false,false,1,false,false,false,false,false,dollar euro exchange rate
yahoo-129,2,false,false,1,false,false,false,false,false,irvine california
yahoo-130,1,false,false,1,false,true,false,false,false,linkedin
yahoo-131,1,false,false,1,false,true,false,false,false,aol.com
yahoo-131,2,false,false,1,false,true,false,false,false,aol.com mail
yahoo-132,1,false,false,1,false,false,true,false,false,detroit skate club
yahoo-132,4,false,false,1,false,false,false,false,false,laurel park mall
yahoo-135,1,false,false,1,false,false,false,false,false,cebu pacific airlines
yahoo-135,2,false,false,1,false,false,false,false,false,cebu pacific airlines promo fare
yahoo-136,1,false,false,1,false,false,false,false,false,xbox live halo 4
yahoo-137,1,false,false,1,false,false,false,false,false,solo's husband in jail
yahoo-138,1,false,false,4,false,false,false,false,false,2013 accord
yahoo-138,2,false,false,4,false,false,false,false,false,2013 altima recall
yahoo-138,3,false,false,4,false,false,false,false,false,2013 altima sedan
yahoo-138,5,false,false,4,false,false,false,false,false,honda 2013 accord sedan
yahoo-138,6,false,false,4,false,false,false,false,false,2013 accord sedan
yahoo-138,7,false,false,4,false,false,false,false,false,2013 accord sedan 
yahoo-138,8,false,false,4,false,false,false,false,false,2013 accord sedan photos
yahoo-138,11,false,false,4,false,false,false,false,false,2013 kia optima
yahoo-138,12,false,false,4,false,false,false,false,false,2013 rav4
yahoo-138,13,false,false,4,false,false,false,false,false,2013 equinox
yahoo-138,14,false,false,4,false,false,false,false,false,2013 lacrosse buick
yahoo-138,15,false,false,4,false,false,false,false,false,2013 taurus
yahoo-138,17,false,false,4,false,false,false,false,false,2013 camry
yahoo-138,18,false,false,4,false,false,false,false,false,2013 camry redesign
yahoo-138,21,false,false,4,false,false,false,false,false,2013 mazda cx5
yahoo-138,22,false,false,4,false,false,false,false,false,2013 mustang
yahoo-138,23,false,false,4,false,false,false,false,false,2013 malibu
yahoo-138,24,false,false,4,false,false,false,false,false,2013 malibu pictures
yahoo-138,25,false,false,4,false,false,false,false,false,2013 malibu price
yahoo-139,1,false,false,4,false,false,false,false,false,raspberry cheesecake recipe
yahoo-139,3,false,false,4,false,false,false,false,false,dark chocolate cheesecake recipe
yahoo-139,6,false,false,4,false,false,false,false,false,dewayne wade and gabriel union
yahoo-139,7,false,false,4,false,false,false,false,false,elizabeth banks baby
yahoo-139,8,false,false,4,false,false,false,false,false,illinois lottery
yahoo-139,9,false,false,4,false,false,false,false,false,lens crafters
yahoo-139,12,false,false,4,false,false,false,false,false,fluconazole
yahoo-139,13,false,false,4,false,false,false,false,false,fluconazole diflucan
yahoo-140,1,false,false,4,false,false,false,false,false,bob dole hospitalized
yahoo-140,2,false,false,4,false,false,false,false,false,Bob Dole hospitalized
yahoo-140,3,false,false,4,false,false,false,false,false,adam levine slams
yahoo-140,4,false,false,4,false,false,false,false,false,dancing with the stars
yahoo-140,5,false,false,4,false,false,false,false,false,nobel winner dies
yahoo-140,6,false,false,4,false,false,false,false,false,Nobel winner dies
yahoo-140,7,false,false,4,false,false,false,false,false,jeb bush
yahoo-140,8,false,false,4,false,true,false,false,false,bentleyschool.net
yahoo-140,9,false,false,4,false,false,false,false,false,jack pardee cancer
yahoo-140,10,false,false,4,false,false,false,false,false,Jack Pardee cancer
yahoo-140,11,false,false,4,false,false,false,false,false,shia labeouf breakup
yahoo-143,1,false,false,4,false,false,false,false,false,mp3 players
yahoo-144,1,false,false,4,false,false,false,false,false,springfield mo movie theaters
yahoo-147,2,false,false,4,false,false,false,false,false,uitm jengka
yahoo-148,1,false,false,4,false,true,false,false,false,gmail
yahoo-148,2,false,true,4,false,true,false,false,false,gamil
yahoo-149,1,false,false,4,false,false,false,false,false,espn
yahoo-150,1,false,false,4,false,false,false,false,false,facebook obama slur
yahoo-150,2,false,false,4,false,false,false,false,false,Facebook Obama slur
yahoo-150,3,false,false,4,false,false,false,false,false,lee macphail dies
yahoo-151,1,false,false,4,false,false,false,false,false,gangnam video
yahoo-153,2,false,false,4,false,true,false,false,false,yahoo
yahoo-155,1,false,false,4,false,true,false,false,false,tumblr fashion
yahoo-155,2,false,false,4,false,true,false,false,false,tumblr fat
yahoo-155,3,false,false,4,false,false,false,false,false,tumblr fat girls
yahoo-155,4,false,false,4,false,false,false,false,false,tumblr themes
yahoo-157,1,false,false,4,false,false,false,false,false,man sues ugly baby
yahoo-160,1,false,false,4,false,false,false,false,false,officer shot 12 times
yahoo-162,1,false,false,4,false,true,false,false,false,amazon
yahoo-163,1,false,false,4,false,false,false,false,false,mexican mayor killed
yahoo-164,1,false,false,4,false,false,false,false,false,anchors resign on air
yahoo-164,2,false,false,4,false,false,false,false,false,Anchors resign on air
yahoo-164,3,false,false,4,false,false,false,false,false,dirty jobs canceled
yahoo-165,1,false,false,4,false,false,false,false,false,converse
yahoo-167,1,false,false,4,false,false,false,false,false,oklahoma school of science and mathematics
yahoo-168,2,false,false,4,false,false,false,false,false,windows 2000 sp4
yahoo-168,3,false,false,4,false,false,false,false,false,pa child support
yahoo-169,1,false,false,4,false,false,false,false,false,contact the white house
yahoo-169,3,false,false,4,false,false,false,false,false,texas secession
yahoo-170,1,false,false,4,false,false,false,false,false,valerie eliot dies
yahoo-171,1,false,false,4,false,false,false,false,false,ky powerball
yahoo-171,2,false,false,4,false,true,false,false,false,facebook
yahoo-172,1,false,false,4,false,false,false,false,false,$425 million jackpot
yahoo-173,1,false,true,4,false,false,false,false,false,va benefits
yahoo-175,1,false,false,4,false,false,false,false,false,spanish to english translation
yahoo-176,2,false,false,4,false,false,false,false,false,samsung mobile phones
yahoo-176,4,false,false,4,false,false,false,false,false,amazon black friday 2012
yahoo-178,1,false,false,4,false,false,false,false,false,aetv
yahoo-179,1,false,false,4,false,false,false,false,false,comcast xfinity
yahoo-180,1,false,false,4,false,false,false,false,false,kardashian holiday card
yahoo-181,1,false,false,4,false,true,false,false,false,gmail
yahoo-181,2,false,false,4,false,true,false,false,false,facebook
yahoo-184,1,false,false,4,false,false,false,false,false,danica patrick divorce
yahoo-184,2,false,false,4,false,false,false,false,false,Danica Patrick divorce
yahoo-184,3,false,false,4,false,false,false,false,false,oksana baiul
yahoo-184,4,false,false,4,false,false,true,false,false,girl fatally shot on school bus
yahoo-185,2,false,false,4,false,true,false,false,false,pnc
yahoo-186,2,false,false,4,false,true,false,false,false,statefarm.com
yahoo-186,3,false,false,4,false,false,false,false,false,linc inc
yahoo-186,4,false,false,4,false,false,false,false,false,linc in
yahoo-186,5,false,false,4,false,true,false,false,false,indeed.com
yahoo-187,1,false,false,4,false,false,false,false,false,powerball pa lottery
yahoo-188,2,false,false,4,false,false,false,false,false,mortgage survey
yahoo-189,4,false,false,4,false,false,false,true,false,casa de campo
yahoo-189,6,false,false,4,false,false,false,false,false,define slimy
yahoo-189,8,false,false,4,false,false,false,false,false,best buy
yahoo-190,2,false,false,4,false,false,true,false,false,6am band
yahoo-190,4,false,false,4,false,false,false,false,false,gucci
yahoo-191,1,false,false,4,false,true,false,false,false,facebook
yahoo-192,1,false,false,4,false,false,false,false,false,elizabeth essex
yahoo-192,2,false,false,4,false,false,false,false,false,skate america 2012
yahoo-192,9,false,false,4,false,false,false,false,false,international sports
yahoo-192,10,false,false,4,false,false,false,false,false,universal sports schedule
yahoo-193,1,false,false,4,false,true,false,false,false,facebook
yahoo-196,2,false,false,4,false,false,false,false,false,hamas wiki
yahoo-196,4,false,false,4,false,false,false,false,false,kim kardashian
yahoo-196,7,false,false,4,false,false,false,false,false,public nudity ban
yahoo-196,8,false,false,4,false,false,false,false,false,Public nudity ban
yahoo-196,9,false,false,4,false,false,false,false,false,public nudity
yahoo-197,1,false,false,4,false,false,false,false,false,icbc knowledge test online
yahoo-197,2,false,false,4,false,false,false,false,false,penticton bc
yahoo-197,3,false,false,4,false,false,false,false,false,penticton bc canada
yahoo-197,4,false,false,4,false,false,false,false,false,penticton bc hotels
yahoo-197,6,false,false,4,false,false,false,false,false,penticton bc real estate
yahoo-197,7,false,false,4,false,false,false,false,false,penticton bc weather
yahoo-197,8,false,false,4,false,false,false,false,false,penticton
yahoo-197,9,false,false,4,false,false,false,false,false,penticton herald
yahoo-197,10,false,false,4,false,false,false,false,false,pentagon
yahoo-197,12,false,false,4,false,false,false,false,false,penelope cruz
yahoo-197,13,false,false,4,false,true,false,false,false,yahoo! dating
yahoo-197,14,false,false,4,false,false,false,false,false,iran fired on drone
yahoo-197,15,false,false,4,false,false,false,false,false,xbox 360
yahoo-197,16,false,false,4,false,false,false,false,false,xm radio
yahoo-197,17,false,false,4,false,false,false,false,false,xmas
yahoo-197,18,false,false,4,false,false,false,false,false,xmas cards
yahoo-197,19,false,false,4,false,false,false,false,false,xmas pictures
yahoo-197,20,false,false,4,false,false,false,false,false,xmas presents
yahoo-197,21,false,false,4,false,false,false,false,false,Xmas presents
yahoo-198,2,false,false,4,false,false,false,false,false,bieber won't be charged
yahoo-199,1,false,false,4,false,false,false,false,false,lung cancer
yahoo-199,2,false,false,4,false,false,false,false,false,heidi klum
yahoo-200,1,false,false,4,false,false,false,false,false,river phoenix film
yahoo-200,2,false,false,4,false,false,false,false,false,one child policy
yahoo-200,3,false,false,4,false,false,false,false,false,movember
yahoo-201,1,false,false,4,false,false,false,false,false,billy scott dies
